docid,entityid,type
180,National Comprehensive Cancer Network,Topic
180,Ai-Driven Methodology,Topic
180,Agentic-Rag,Topic
180,Graph-Rag,Topic
180,Abdul M. Mohammed,Author
180,Iqtidar Mansoor,Author
180,Sarah Blythe,Author
180,Dennis Trujillo,Author
180,Breast Cancer,Topic
180,Treatment Recommendations,Topic
180,Nccn Guidelines,Topic
181,Software Requirements Specifications (Srs),Topic
181,Finance,Topic
181,Aerospace,Topic
181,Graph-Rag Framework,Topic
181,Chain Of Thought,Topic
181,Tree Of Thought,Topic
181,Arsalan Masoudifard,Author
181,Mohammad Mowlavi Sorond,Author
181,Moein Madadi,Author
181,Mohammad Sabokrou,Author
181,Elahe Habibi,Author
182,Conceptformer,Topic
182,Large Language Models,Topic
182,Retrieval Augmented Generation,Topic
182,Wikidata,Topic
182,Gpt-2 0.1B,Topic
182,Joel Barmettler,Author
182,Abraham Bernstein,Author
182,Luca Rossetto,Author
183,Retrieval Augmented Regeneration (Rag),Topic
183,"Global Database Of Events, Language, And Tone (Gdelt)",Topic
183,Audun Myers,Author
183,Max Vargas,Author
183,Sinan G. Aksoy,Author
183,Cliff Joslyn,Author
183,Benjamin Wilson,Author
183,Tom Grimes,Author
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic
184,Erica Coppolillo,Author
184,Knowledge Graphs,Topic
184,Large Language Models,Topic
184,Knowledge Graph Embedding Models,Topic
184,Graph-Aware Reasoning,Topic
184,Synthetic And Real-World Datasets,Topic
184,Reasoning Performance,Topic
184,Accuracy And Efficiency,Topic
184,State-Of-The-Art Llms,Topic
185,Conversational Question Answering (Convqa),Topic
185,Rdf Knowledge Graphs (Kgs),Topic
185,Sparql,Topic
185,Sql-Query Results,Topic
185,Text-Search Results,Topic
185,Retrieval Augmented Generation (Rag),Topic
185,Bmw Automobiles,Topic
185,Ragonite,Paper
186,Pre-Trained Large Language Models (Pllms),Topic
186,Openai Chatgpt,Topic
186,Google Gemini,Topic
186,Sla-Tkgf,Topic
186,Retrieval-Augmented Generation (Rag),Topic
186,Small-Scale Language Models,Topic
186,Historical Data,Topic
186,Temporal Knowledge Graph (Tkg) Forecasting,Topic
186,Geethan Sannidhi,Author
186,Sagar Srinivas Sakhinana,Author
186,Venkataramana Runkana,Author
187,Retrieval-Augmented Generation,Topic
187,A Survey On Knowledge-Oriented Retrieval-Augmented Generation,Paper
188,Knowledge Graph Question Answering,Topic
188,Question-Guided Knowledge Graph Re-Scoring,Topic
188,Knowformer,Topic
188,Yu Zhang,Author
188,Kehai Chen,Author
188,Xuefeng Bai,Author
188,Zhao Kang,Author
188,Quanjiang Guo,Author
188,Min Zhang,Author
189,Open-Rag,Topic
189,Shayekh Bin Islam,Author
189,Md Asib Rahman,Author
189,K S M Tozammel Hossain,Author
189,Enamul Hoque,Author
189,Shafiq Joty,Author
189,Md Rizwan Parvez,Author
189,Llama2-7B,Topic
189,Chatgpt,Topic
189,Self-Rag,Topic
189,Command R+,Topic
190,Quasar,Topic
190,Philipp Christmann,Author
190,Gerhard Weikum,Author
190,Rag-Based Architecture,Topic
190,Evidence Retrieval,Topic
190,Answer Generation,Topic
190,Moderate-Sized Language Model,Topic
190,Question Understanding,Topic
190,Re-Ranking,Topic
190,Filtering,Topic
190,Answering Quality,Topic
190,Large Gpt Models,Topic
190,Computational Cost,Topic
190,Energy Consumption,Topic
190,Benchmarks,Topic
191,Doctorrag,Topic
191,Yuxing Lu,Author
191,Gecheng Fu,Author
191,Wei Wu,Author
191,Xukai Zhao,Author
191,Sin Yee Goi,Author
191,Jinzhuo Wang,Author
192,Large Language Models,Topic
192,Biomedicine,Topic
192,Knowledge Graph-Based Retrieval Augmented Generation,Topic
192,Spoke,Topic
192,Llama-2-13B,Topic
192,Gpt-3.5-Turbo,Topic
192,Gpt-4,Topic
192,Karthik Soman,Author
192,Peter W Rose,Author
192,John H Morris,Author
192,Rabia E Akbas,Author
192,Brett Smith,Author
192,Braian Peetoom,Author
192,Catalina Villouta-Reyes,Author
192,Gabriel Cerono,Author
192,Yongmei Shi,Author
192,Angela Rizk-Jackson,Author
192,Sharat Israni,Author
192,Charlotte A Nelson,Author
192,Sui Huang,Author
192,Sergio E Baranzini,Author
193,Chain-Of-Thought Poisoning Attacks Against R1-Based Retrieval-Augmented Generation Systems,Paper
193,Hongru Song,Author
193,Yu-An Liu,Author
193,Ruqing Zhang,Author
193,Jiafeng Guo,Author
193,Yixing Fan,Author
193,Retrieval-Augmented Generation (Rag) Systems,Topic
193,Large Language Models (Llms),Topic
193,Adversarial Attack Methods,Topic
193,Knowledge Base Poisoning,Topic
193,Deep Reasoning Capabilities,Topic
193,Ms Marco Passage Ranking Dataset,Topic
194,Multi-Meta-Rag,Topic
194,Mykhailo Poliakov,Author
194,Nadiya Shvai,Author
194,Rag,Topic
194,Multihop-Rag,Topic
195,Knowledge Representation Augmented Generation (Krag),Topic
195,Large Language Models (Llms),Topic
195,Soft Proleg,Topic
195,Nguyen Ha Thanh,Author
195,Ken Satoh,Author
196,Dsrepair,Topic
196,Ds-Kg,Topic
196,Data Science,Topic
196,Shuyin Ouyang,Author
196,Jie M. Zhang,Author
196,Zeyu Sun,Author
196,Albert Merono Penuela,Author
196,Ds-1000,Topic
196,Llms,Topic
196,Buggy Code,Topic
196,Api Knowledge Retrieval,Topic
196,Bug Knowledge Enrichment,Topic
196,Abstract Syntax Tree,Topic
196,Repair Prompts,Topic
196,State-Of-The-Art Llm-Based Repair Baselines,Topic
196,Tokens,Topic
197,Og-Rag,Topic
197,Kartik Sharma,Author
197,Peeyush Kumar,Author
197,Yunqing Li,Author
198,Brit,Topic
198,Ainulla Khan,Author
198,Yamada Moyuru,Author
198,Srinidhi Akella,Author
198,Mm-Rag Test Set,Topic
199,Hallucination,Topic
199,Large Language Models,Topic
199,Retrieval-Augmented Generation,Topic
199,Honest Ai,Paper
200,Retrieval-Augmented Generation (Rag),Topic
200,Dpa-Rag,Topic
200,Guanting Dong,Author
200,Yutao Zhu,Author
200,Chenghao Zhang,Author
200,Zechen Wang,Author
200,Zhicheng Dou,Author
200,Ji-Rong Wen,Author
200,Https://Github.Com/Dongguanting/Dpa-Rag,Paper
201,Vul-Rag,Topic
201,Pairvul,Topic
201,Xueying Du,Author
201,Geng Zheng,Author
201,Kaixin Wang,Author
201,Jiayi Feng,Author
201,Wentai Deng,Author
201,Mingwei Liu,Author
201,Bihuan Chen,Author
201,Xin Peng,Author
201,Tao Ma,Author
201,Yiling Lou,Author
202,Biomedical Knowledge Integration,Topic
202,Large Language Models,Topic
202,Biostratakg,Topic
202,Biocdqa,Topic
202,Integrated And Progressive Retrieval-Augmented Reasoning,Topic
202,Yichun Feng,Author
202,Jiawei Wang,Author
202,Ruikun He,Author
202,Lu Zhou,Author
202,Yixue Li,Author
203,Retrieval-Augmented Generation,Topic
203,Large Language Models,Topic
203,Information Refiner,Topic
203,Info-Rag,Topic
203,Llama2,Topic
203,Shicheng Xu,Author
203,Liang Pang,Author
203,Mo Yu,Author
203,Fandong Meng,Author
203,Huawei Shen,Author
203,Xueqi Cheng,Author
203,Jie Zhou,Author
204,Retrieval Augmented Generation,Topic
204,Large Language Models,Topic
204,Enronqa,Paper
205,Depsrag,Topic
205,Large Language Models,Topic
205,Mohannad Alhanahnah,Author
205,Yazan Boshmaf,Author
205,Gpt-4-Turbo,Topic
205,Llama-3,Topic
205,Knowledge Graph,Topic
205,Critic-Agent,Topic
205,Software Dependencies,Topic
205,Software Development Lifecycle,Topic
205,Vulnerability Databases,Topic
205,Https://Github.Com/Mohannadcse/Depsrag,Paper
206,Piping And Instrumentation Diagrams (P&Ids),Topic
206,Dexpi Data Model,Topic
206,Pydexpi Python Package,Topic
206,Graph-Based Retrieval Augmented Generation (Graph-Rag),Topic
206,Achmad Anggawirya Alimin,Author
206,Dominik P. Goldstein,Author
206,Lukas Schulze Balhorn,Author
206,Artur M. Schweidtmann,Author
207,Hybgrag,Topic
207,Meng-Chieh Lee,Author
207,Qi Zhu,Author
207,Costas Mavromatis,Author
207,Zhen Han,Author
207,Soji Adeshina,Author
207,Vassilis N. Ioannidis,Author
207,Huzefa Rangwala,Author
207,Christos Faloutsos,Author
207,Stark Benchmark,Topic
208,Multi-Hop Question Answering,Topic
208,Retrieval-Augmented Generation,Topic
208,Mind,Topic
208,Yuelyu Ji,Author
208,Rui Meng,Author
208,Zhuochun Li,Author
208,Daqing He,Author
209,A Socratic Rag Approach To Connect Natural Language Queries On Research Topics With Knowledge Organization Systems,Paper
209,Lew Lefton,Author
209,Kexin Rong,Author
209,Chinar Dankhara,Author
209,Lila Ghemri,Author
209,Firdous Kausar,Author
209,A. Hannibal Hamdallahi,Author
209,Retrieval Augmented Generation (Rag) Agent,Topic
209,Collabnext,Topic
209,Hbcus,Topic
209,Emerging Researchers,Topic
209,Knowledge Organization Systems (Koss),Topic
209,Little Semantics,Topic
209,Big Semantics,Topic
209,Academic Taxonomies,Topic
210,Recent Advances In Audio Understanding,Topic
210,Retrieval-Augmented Generation (Rag),Topic
210,Audio Captioning,Topic
210,Choi Changin,Author
210,Lim Sungjun,Author
210,Rhee Wonjong,Author
210,Audiocaps,Topic
210,Clotho,Topic
210,Auto-Acd,Topic
211,Large Language Models,Topic
211,Natural Language Processing,Topic
211,Question Answering,Topic
211,Hallucinations,Topic
211,Knowledge Cut-Offs,Topic
211,Knowledge Attributions,Topic
211,Retrieval-Augmented Generation,Topic
211,Knowledge Graph,Topic
211,Smart-Slic,Paper
212,Garlic,Topic
212,Llama 3.1,Topic
212,Retrieval-Augmented Generation (Rag),Topic
212,Xinyu Wang,Author
212,Yanzheng Xiang,Author
212,Lin Gui,Author
212,Yulan He,Author
213,Return,Topic
213,Large Language Model (Llm)-Empowered Recommender Systems,Topic
213,Liangbo Ning,Author
213,Wenqi Fan,Author
213,Qing Li,Author
214,Mobile Application Development,Topic
214,Bugrepro,Paper
214,Retrieval-Augmented Generation,Topic
214,Large Language Models,Topic
214,Bug Reproduction,Topic
214,S2R Entity Extraction,Topic
214,Ui Transition Graphs,Topic
214,Experiments,Topic
214,State-Of-The-Art Methods,Topic
215,Reasoning Of Large Language Models Over Knowledge Graphs With Super-Relations,Paper
215,Reknos,Topic
216,Large Language Models,Topic
216,6G,Topic
216,Commgpt,Paper
217,Srtk,Topic
217,Yuanchun Shen,Author
217,Information Retrieval Based Knowledge Base Question Answering,Topic
218,Hirmed,Topic
218,Yahe Yang,Author
218,Chengyue Huang,Author
218,Tree-Based Rag-Agent Recommendation System: A Case Study In Medical Test Data,Paper
219,Augmenting Textual Generation Via Topology Aware Retrieval,Paper
219,Yu Wang,Author
219,Nedim Lipka,Author
219,Ruiyi Zhang,Author
219,Alexa Siu,Author
219,Yuying Zhao,Author
219,Bo Ni,Author
219,Xin Wang,Author
219,Ryan Rossi,Author
219,Tyler Derr,Author
220,Large Language Models (Llms),Topic
220,Natural Language Processing (Nlp),Topic
220,Semantic Understanding,Topic
220,Contextual Coherence,Topic
220,Subtle Reasoning,Topic
220,State-Of-The-Art Methodologies,Topic
220,Natural Language Understanding (Nlu) Techniques,Topic
220,Semantic Parsing,Topic
220,Knowledge Integration,Topic
220,Contextual Reinforcement Learning,Topic
220,Structured Knowledge Graphs,Topic
220,Retrieval-Augmented Generation (Rag),Topic
220,Fine-Tuning Strategies,Topic
220,Transformer-Based Architectures,Topic
220,Contrastive Learning,Topic
220,Hybrid Symbolic-Neural Methods,Topic
220,Hallucinations,Topic
220,Ambiguity,Topic
220,Inconsistency,Topic
220,Question-Answering,Topic
220,Text Summarization,Topic
220,Dialogue Generation,Topic
220,Semantic Precision,Topic
220,Mohanakrishnan Hariharan,Author
220,Semantic Mastery: Enhancing Llms With Advanced Natural Language Understanding,Paper
221,Clinical Oncology,Topic
221,Large Language Models,Topic
221,Nlp Framework,Topic
221,Named Entity Recognition,Topic
221,Entity Linking,Topic
221,Tnm Staging,Topic
221,Document Classification,Topic
221,Treatment Response Prediction,Topic
221,University Hospital Zurich,Topic
221,Morteza Rohanian,Author
221,Tarun Mehra,Author
221,Nicola Miglino,Author
221,Farhad Nooralahzadeh,Author
221,Michael Krauthammer,Author
221,Andreas Wicki,Author
222,Multi-Document Financial Question Answering Using Llms,Paper
222,Rag_Sem,Topic
222,Kg_Rag,Topic
222,Apple,Topic
222,Microsoft,Topic
222,Alphabet,Topic
222,Nvidia,Topic
222,Amazon,Topic
222,Tesla,Topic
222,2021,Topic
222,2022,Topic
222,2023,Topic
222,111 Complex Questions,Topic
222,Evaluation Metrics,Topic
223,Natural Language Interaction With A Household Electricity Knowledge-Based Digital Twin,Paper
223,Digital Twin,Topic
223,Retrieval Augmented Generation (Rag),Topic
223,Electricity Consumption Knowledge Graph,Topic
223,Chatgpt,Topic
223,Gemini,Topic
223,Llama,Topic
224,Alignrag,Topic
224,Retrieval-Augmented Reasoning,Topic
224,Reasoning Misalignment,Topic
224,Critique-Driven Alignment,Topic
224,Critic Language Model,Topic
224,Jiaqi Wei,Author
224,Hao Zhou,Author
224,Xiang Zhang,Author
224,Di Zhang,Author
224,Zijie Qiu,Author
224,Wei Wei,Author
224,Jinzhe Li,Author
224,Wanli Ouyang,Author
224,Siqi Sun,Author
225,Dynamic Neuro-Symbolic Knowledge Graph Construction For Zero-Shot Commonsense Question Answering,Paper
226,Retrieval-Augmented Generation (Rag),Topic
226,Knowledge Graphs (Kgs),Topic
226,Subgraph Retrieval Task,Topic
226,Small Language Models,Topic
226,220M Parameters Model,Paper
226,3B Model,Topic
226,Webqsp,Topic
226,Cwq,Topic
226,Wenyu Huang,Author
226,Guancheng Zhou,Author
226,Hongru Wang,Author
226,Pavlos Vougiouklis,Author
226,Mirella Lapata,Author
226,Jeff Z. Pan,Author
227,Retrieval-Augmented Generation For Large Language Models: A Survey,Paper
227,Yunfan Gao,Author
227,Yun Xiong,Author
227,Xinyu Gao,Author
227,Kangxiang Jia,Author
227,Jinliu Pan,Author
227,Yuxi Bi,Author
227,Yi Dai,Author
227,Jiawei Sun,Author
227,Meng Wang,Author
227,Haofen Wang,Author
228,Shizishangpt,Topic
228,Gpt-4,Topic
228,Agricultural Knowledge Graph,Topic
228,Retrieval Augmented Generation,Topic
228,Shuting Yang,Author
228,Zehui Liu,Author
228,Wolfgang Mayer,Author
228,Crop Phenotype Prediction,Topic
228,Gene Expression Analysis,Topic
228,Agriculture,Topic
228,Https://Github.Com/Zaiwen/Cropgpt,Topic
229,Integrating Ai Into Education,Topic
229,Cybersecurity,Topic
229,Ai-Driven Question-Answering Systems,Topic
229,Large Language Models,Topic
229,Cyberrag,Paper
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper
230,Haozhe Yin,Author
230,Kai Wang,Author
230,Wenjie Zhang,Author
230,Yizhang He,Author
230,Ying Zhang,Author
230,Xuemin Lin,Author
230,Motif Counting,Topic
230,Network Structures,Topic
230,Computational Strategies,Topic
230,Algorithmic Adaptations,Topic
230,Large Language Models,Topic
230,Graph-Based Retrieval-Augmented Generation,Topic
231,Retrieval-Augmented Generation,Topic
231,Large Language Models,Topic
231,In-Context Knowledge Injection,Topic
231,Parametric Retrieval-Augmented Generation,Topic
231,Feed-Forward Networks,Topic
231,Weihang Su,Author
231,Yichen Tang,Author
231,Qingyao Ai,Author
231,Junxi Yan,Author
231,Changyue Wang,Author
231,Hongning Wang,Author
231,Ziyi Ye,Author
231,Yujia Zhou,Author
231,Yiqun Liu,Author
231,Https://Github.Com/Oneal2000/Prag,Paper
232,Logic-Query-Of-Thoughts,Paper
233,Evidence-Based Medicine,Topic
233,Large Language Models,Topic
233,Retrieval-Augmented Generation,Topic
233,Importance-Driven Evidence Prioritization,Topic
233,Chengfeng Dou,Author
233,Ying Zhang,Author
233,Zhi Jin,Author
233,Wenpin Jiao,Author
233,Haiyan Zhao,Author
233,Yongqiang Zhao,Author
233,Zhengwei Tao,Author
233,Knowledge Hypergraph-Based Evidence Management Model,Topic
233,Evidence,Topic
233,Complex Queries,Topic
233,Experimental Results,Topic
233,Medical Quizzing,Topic
233,Hallucination Detection,Topic
233,Decision Support,Topic
233,Testsets,Topic
233,Knowledge Graph,Topic
233,Https://Drive.Google.Com/File/D/1Wj9Qtokk3Mdkjemwufqxwh96J_Byawj_/View?Usp=Drive_Link,Topic
234,Aipatient,Topic
234,Aipatient Knowledge Graph,Topic
234,Reasoning Retrieval-Augmented Generation,Topic
234,Mimic-Iii,Topic
234,Huizi Yu,Author
234,Jiayan Zhou,Author
234,Lingyao Li,Author
234,Shan Chen,Author
234,Jack Gallifant,Author
234,Anye Shi,Author
234,Xiang Li,Author
234,Wenyue Hua,Author
234,Mingyu Jin,Author
234,Guang Chen,Author
234,Yang Zhou,Author
234,Zhao Li,Author
234,Trisha Gupte,Author
234,Ming-Li Chen,Author
234,Zahra Azizi,Author
234,Yongfeng Zhang,Author
234,Themistocles L. Assimes,Author
234,Xin Ma,Author
234,Danielle S. Bitterman,Author
234,Lin Lu,Author
234,Lizhou Fan,Author
235,Temporal Question Answering,Topic
235,Present-Anchored Temporal Qa,Topic
235,Pat-Questions,Paper
236,Retrieval Augmented Generation (Rag),Topic
236,Large Language Models (Llms),Topic
236,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic
236,Jingjie Zheng,Author
236,Aryo Pradipta Gema,Author
236,Giwon Hong,Author
236,Xuanli He,Author
236,Pasquale Minervini,Author
236,Youcheng Sun,Author
236,Qiongkai Xu,Author
236,Gpt-3.5-Turbo,Topic
236,Gpt-4O,Topic
236,Llama3.1-8B,Topic
236,Llama3.1-70B,Topic
236,Qwen2.5-7B,Topic
236,Natural Questions Dataset,Topic
237,Multi-Paragraph Reasoning With Knowledge-Enhanced Graph Neural Network,Paper
238,Knowledge Graphs,Topic
238,Artificial Intelligence,Topic
238,Slot Filling,Topic
238,Retrieval Augmented Generation,Topic
238,Kilt Benchmark,Topic
238,Kgi0 System,Topic
238,Michael Glass,Author
238,Gaetano Rossiello,Author
238,Alfio Gliozzo,Author
238,T-Rex Dataset,Topic
238,Zsre Dataset,Topic
238,Ibm,Author
238,Https://Github.Com/Ibm/Retrieve-Write-Slot-Filling,Paper
239,Wavrag,Topic
239,Yifu Chen,Author
239,Shengpeng Ji,Author
239,Haoxiao Wang,Author
239,Ziqing Wang,Author
239,Siyu Chen,Author
239,Jinzheng He,Author
239,Jin Xu,Author
239,Zhou Zhao,Author
240,Process Flow Diagrams,Topic
240,Process And Instrumentation Diagrams,Topic
240,Autonomous Agentic Framework,Topic
240,Knowledge Acquisition,Topic
240,Generation,Topic
240,Graph Retrieval-Augmented Generation,Topic
240,Sakhinana Sagar Srinivas,Author
240,Akash Das,Author
240,Shivam Gupta,Author
240,Venkataramana Runkana,Author
240,Regulation-Compliant Diagrams,Topic
240,Industrial Applications,Topic
241,Caprag,Topic
241,Hamza Landolsi,Author
241,Kais Letaief,Author
241,Nizar Taghouti,Author
241,Ines Abdeljaoued-Tej,Author
241,Banking Sector,Topic
241,Financial Chatbots,Topic
241,Large Language Models,Topic
241,Customer Analysis Pipeline Retrieval-Augmented Generation,Topic
241,Vector Rag,Topic
241,Graph Rag,Topic
241,Cypher Query,Topic
241,Knowledge Base,Topic
241,Digital Banking,Topic
241,Ai Agent,Topic
241,Query Expansion Module,Topic
242,Knowledge Pyramid Construction For Multi-Level Retrieval-Augmented Generation,Paper
242,Polyrag,Topic
242,Retrieval-Augmented Generation,Topic
242,Ontologies,Topic
242,Knowledge Graphs,Topic
242,Chunk-Based Raw Text,Topic
242,Cross-Layer Augmentation Techniques,Topic
242,Cross-Layer Filtering Methods,Topic
242,Waterfall Model,Topic
242,Domain-Specific Knowledge Retrieval,Topic
242,Academic Domain,Topic
242,Financial Domain,Topic
242,Sota Methods,Topic
242,Gpt-4,Topic
242,F1 Gain,Topic
242,0.1636,Topic
242,0.8109,Topic
243,Rag-Gym,Topic
243,Guangzhi Xiong,Author
243,Qiao Jin,Author
243,Xiao Wang,Author
243,Yin Fang,Author
243,Haolin Liu,Author
243,Yifan Yang,Author
243,Fangyuan Chen,Author
243,Zhixing Song,Author
243,Dengyu Wang,Author
243,Minjia Zhang,Author
243,Zhiyong Lu,Author
243,Aidong Zhang,Author
244,U-Niah: Unified Rag And Llm Evaluation For Long Context Needle-In-A-Haystack,Paper
245,Recent Advances In Personalized Recommendation,Topic
245,Policy-Guided Path Reasoning (Pgpr),Topic
245,Yikun Xian,Author
245,Zuohui Fu,Author
245,S. Muthukrishnan,Author
245,Gerard De Melo,Author
245,Yongfeng Zhang,Author
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper
246,Forpkg: A Framework For Constructing Forestry Policy Knowledge Graph And Application Analysis,Paper
246,Policy Knowledge Graph,Topic
246,Forestry Policy Domain Ontology,Topic
246,Unsupervised Policy Information Extraction Method,Topic
246,Forestry Policy Knowledge Graph,Topic
246,Large Language Models,Topic
247,Incorporating External Knowledge In Large Language Models,Topic
247,Retrieval-Augmented Generation,Topic
247,Task-Aware Key-Value (Kv) Cache Compression,Topic
247,Longbench V2,Topic
247,Giulio Corallo,Author
247,Orion Weller,Author
247,Fabio Petroni,Author
247,Paolo Papotti,Author
248,Retrieval-Augmented Generation,Topic
248,Hallucination On Hallucination,Topic
248,Debate-Augmented Rag,Topic
248,Multi-Agent Debate,Topic
248,Wentao Hu,Author
248,Wengyu Zhang,Author
248,Yiyang Jiang,Author
248,Chen Jason Zhang,Author
248,Xiaoyong Wei,Author
248,Qing Li,Author
248,Https://Github.Com/Huenao/Debate-Augmented-Rag,Paper
249,A Rag Approach For Generating Competency Questions In Ontology Engineering,Paper
250,Generative Artificial Intelligence,Topic
250,Large Language Models,Topic
250,Urban Foundation Models,Topic
250,Retrieval Augmented Generation,Topic
250,Foundation Models,Topic
250,Real-Time Spatial Rag Architecture,Topic
250,Fiware,Topic
250,Tourism Assistant,Topic
250,Madrid,Topic
250,David Nazareno Campo,Author
250,Javier Conde,Author
250,Álvaro Alonso,Author
250,Gabriel Huecas,Author
250,Joaquín Salvachúa,Author
250,Pedro Reviriego,Author
251,Large Language Models,Topic
251,Retrieval-Augmented Generation,Topic
251,Multimodal Rag,Topic
251,Mohammad Mahdi Abootorabi,Author
251,Amirhosein Zobeiri,Author
251,Mahdi Dehghani,Author
251,Mohammadali Mohammadkhani,Author
251,Bardia Mohammadi,Author
251,Omid Ghahroodi,Author
251,Mahdieh Soleymani Baghshah,Author
251,Ehsaneddin Asgari,Author
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper
252,Retrieval-Augmented Machine Translation With Unstructured Knowledge,Paper
252,Ragtrans,Topic
253,Dynamic Semantic Graph Construction And Reasoning For Explainable Multi-Hop Science Question Answering,Paper
253,Knowledge Retrieval And Reasoning,Topic
253,Multi-Hop Question Answering,Topic
253,Abstract Meaning Representation,Topic
253,Amr-Sg,Topic
253,Graph Convolution Network,Topic
253,Openbookqa,Topic
253,Arc-Challenge,Topic
254,Crat,Topic
254,Large Language Models,Topic
254,Meiqi Chen,Author
254,Fandong Meng,Author
254,Yingxue Zhang,Author
254,Yan Zhang,Author
254,Jie Zhou,Author
254,Retrieval-Augmented Generation,Topic
254,Unknown Terms Identification Agent,Topic
254,Knowledge Graph Constructor Agent,Topic
254,Causality-Enhanced Judge Agent,Topic
254,Translator Agent,Topic
254,Contextually Dependent Terms,Topic
254,Translation Accuracy,Topic
254,Bilingual Information,Topic
254,Emerging Vocabulary,Topic
255,Retrieval-Augmented Generation,Topic
255,Jinyan Su,Author
255,Jennifer Healey,Author
255,Preslav Nakov,Author
255,Claire Cardie,Author
255,Fast Or Better? Balancing Accuracy And Cost In Retrieval-Augmented Generation With Flexible User Control,Paper
256,"A Survey Of Large Language Models On Generative Graph Analytics: Query, Learning, And Applications",Paper
256,Wenbo Shang,Author
256,Xin Huang,Author
256,Graph,Topic
256,Large Language Models,Topic
256,Graph Analytics,Topic
256,Graph Query Processing,Topic
256,Graph Inference And Learning,Topic
256,Graph-Llm-Based Applications,Topic
257,Neural-Symbolic Reasoning Over Knowledge Graph For Multi-Stage Explainable Recommendation,Paper
257,Yikun Xian,Author
257,Zuohui Fu,Author
257,Qiaoying Huang,Author
257,S. Muthukrishnan,Author
257,Yongfeng Zhang,Author
257,Recommender Systems,Topic
257,Knowledge Graphs,Topic
257,Deep Learning Models,Topic
257,Rule-Based Symbolic Methods,Topic
257,Coarse-To-Fine Neural Symbolic Reasoning Method,Topic
257,Real-World Datasets,Topic
257,Recommendation Performance,Topic
257,Explanations,Topic
258,Multimodal Knowledge Graphs,Topic
258,Recommendation Systems,Topic
258,Visual Question Answering,Topic
258,Mkg Reasoning Models,Topic
258,Pretrained Transformer Models,Topic
258,Multimodal Pretrained Transformer,Topic
258,Knowledge Graph Reasoning,Topic
258,Graph Structure Guided Multimodal Pretrained Transformer,Paper
259,Large Language Models With Rag,Topic
259,Rmr,Topic
259,Scienceqa Dataset,Topic
259,A-Okvqa,Topic
259,Mmbench,Topic
259,Seed,Topic
259,Cheng Tan,Author
259,Jingxuan Wei,Author
259,Linzhuang Sun,Author
259,Zhangyang Gao,Author
259,Siyuan Li,Author
259,Bihui Yu,Author
259,Ruifeng Guo,Author
259,Stan Z. Li,Author
260,Retrieval-Augmented Generation (Rag),Topic
260,Large Language Models (Llms),Topic
260,Arena (Adaptive-Rewarded Evidence Navigation Agent),Topic
260,Jingyi Ren,Author
260,Yekun Xu,Author
260,Xiaolong Wang,Author
260,Weitao Li,Author
260,Weizhi Ma,Author
260,Yang Liu,Author
260,Qwen2.5-7B-Instruct,Topic
260,Llama3.1-8B-Instruct,Topic
260,Openai-O1,Topic
260,Deepseek-R1,Topic
261,Retrieval-Augmented Generation (Rag),Topic
261,Large Language Model (Llm),Topic
261,Case-Based Reasoning (Cbr),Topic
261,Cbr-Rag,Topic
261,Legal Question-Answering,Topic
261,Nirmalie Wiratunga,Author
261,Ramitha Abeyratne,Author
261,Lasal Jayawardena,Author
261,Kyle Martin,Author
261,Stewart Massie,Author
261,Ikechukwu Nkisi-Orji,Author
261,Ruvan Weerasinghe,Author
261,Anne Liret,Author
261,Bruno Fleisch,Author
262,Narrative Construction,Topic
262,Intelligence Analysis,Topic
262,Fabula,Paper
262,Retrieval Augmented Generation,Topic
262,Event Plot Graph,Topic
262,Large Language Model,Topic
263,Visual Question Answering,Topic
263,Gpt-4O,Author
263,Retrieval-Augmented Generation,Topic
263,Kb-Vqa,Topic
263,Fine-Grained Knowledge Units,Topic
263,Knowledge Unit Retrieval-Augmented Generation Framework,Topic
263,Knowledge Correction Chain,Topic
263,Zhengxuan Zhang,Author
263,Yin Wu,Author
263,Yuyu Luo,Author
263,Nan Tang,Author
264,Comprehensive Rag Benchmark,Topic
264,Retrieval-Augmented Generation,Topic
264,Large Language Model,Topic
264,Xiao Yang,Author
264,Kai Sun,Author
264,Hao Xin,Author
264,Yushi Sun,Author
264,Nikita Bhalla,Author
264,Xiangsen Chen,Author
264,Sajal Choudhary,Author
264,Rongze Daniel Gui,Author
264,Ziran Will Jiang,Author
264,Ziyu Jiang,Author
264,Lingkun Kong,Author
264,Brian Moran,Author
264,Jiaqi Wang,Author
264,Yifan Ethan Xu,Author
264,An Yan,Author
264,Chenyu Yang,Author
264,Eting Yuan,Author
264,Hanwen Zha,Author
264,Nan Tang,Author
264,Lei Chen,Author
264,Nicolas Scheffer,Author
264,Yue Liu,Author
264,Nirav Shah,Author
264,Rakesh Wanga,Author
264,Anuj Kumar,Author
264,Wen-Tau Yih,Author
264,Xin Luna Dong,Author
265,Eperm,Topic
265,Large Language Models,Topic
265,Knowledge Graph Question Answering,Topic
265,Xiao Long,Author
265,Liansheng Zhuang,Author
265,Aodi Li,Author
