docid,entityid,type
171,Knowledge Source,Topic
171,Information,Topic
172,Retrieval-Augmented Generation With Knowledge Graphs For Customer Service Question Answering,Paper
173,Graphaide,Topic
173,Sumit Purohit,Author
173,George Chin,Author
173,Patrick S Mackey,Author
173,Joseph A Cottam,Author
173,Large Language Models,Topic
173,Knowledge Graph,Topic
173,Digital Assistants,Topic
173,Data Extraction,Topic
173,Named Entity Recognition,Topic
173,Data Modeling,Topic
173,Query Interfaces,Topic
173,Explainability,Topic
173,Retrieval Augmented Generation,Topic
173,Semantic Web,Topic
174,"Retrieving, Rethinking And Revising: The Chain-Of-Verification Can Improve Retrieval Augmented Generation",Paper
174,Large Language Models,Topic
174,Chain-Of-Verification,Topic
174,Retrieval Augmented Generation,Topic
174,External Retrieval,Topic
174,Internal Generation,Topic
174,Chain-Of-Thought Reasoning,Topic
174,Cov-Rag,Topic
174,Experiments,Topic
174,State-Of-The-Art Baselines,Topic
175,Retrieval-Augmented Generation,Topic
175,Large Language Models,Topic
175,Jingyu Liu,Author
175,Jiaen Lin,Author
175,Yong Liu,Author
175,How Much Can Rag Help The Reasoning Of Llm?,Paper
176,Tc-Rag,Topic
176,Xinke Jiang,Author
176,Yue Fang,Author
176,Rihong Qiu,Author
176,Haoyu Zhang,Author
176,Yongxin Xu,Author
176,Hao Chen,Author
176,Wentao Zhang,Author
176,Ruizhe Zhang,Author
176,Yuchen Fang,Author
176,Xu Chu,Author
176,Junfeng Zhao,Author
176,Yasha Wang,Author
177,Instructrag,Topic
177,Large Language Models,Topic
177,Thought-Action-Observation Process,Topic
177,Retrieval-Augmented Generation,Topic
177,Enlargability,Topic
177,Transferability,Topic
177,Multi-Agent Meta-Reinforcement Learning Framework,Topic
177,Rl-Agent,Topic
177,Ml-Agent,Topic
177,Zheng Wang,Author
177,Shu Xian Teo,Author
177,Jun Jie Chew,Author
177,Wei Shi,Author
178,Retrieval-Augmented Generation,Topic
178,Large Language Models,Topic
178,Dialectic-Rag,Topic
178,Argumentative Explanations,Topic
178,Leonardo Ranaldi,Author
178,Federico Ranaldi,Author
178,Fabio Massimo Zanzotto,Author
178,Barry Haddow,Author
178,Alexandra Birch,Author
179,Retrieval-Augmented Generation (Rag) System,Topic
179,Bioinformatics Knowledge Graphs (Kgs),Topic
179,Large Language Models (Llms),Topic
179,Chat.Expasy.Org,Topic
179,Vincent Emonet,Author
179,Jerven Bolleman,Author
179,Severine Duvaud,Author
179,Tarcisio Mendes De Farias,Author
179,Ana Claudia Sima,Author
180,Cancer Treatments,Topic
180,National Comprehensive Cancer Network,Topic
180,Ai-Driven Methodology,Topic
180,Agentic-Rag,Topic
180,Graph-Rag,Topic
180,Chat Gpt-4,Topic
180,Abdul M Mohammed,Author
180,Iqtidar Mansoor,Author
180,Sarah Blythe,Author
180,Dennis Trujillo,Author
180,Breast Cancer Patients,Topic
180,Treatment Recommendations,Topic
180,Nccn Guidelines,Topic
180,Patient Descriptions,Topic
180,Treatment Protocols,Topic
181,Software Requirements Specifications (Srs),Topic
181,Regulated Environments,Topic
181,Finance,Topic
181,Aerospace,Topic
181,Large Language Models (Llms),Topic
181,Graph-Rag Framework,Topic
181,Chain Of Thought,Topic
181,Tree Of Thought,Topic
181,Arsalan Masoudifard,Author
181,Mohammad Mowlavi Sorond,Author
181,Moein Madadi,Author
181,Mohammad Sabokrou,Author
181,Elahe Habibi,Author
182,Conceptformer,Topic
182,Retrieval Augmented Generation,Topic
182,Large Language Models,Topic
182,Wikidata,Topic
182,Gpt-2 0.1B,Topic
182,Joel Barmettler,Author
182,Abraham Bernstein,Author
182,Luca Rossetto,Author
183,Retrieval Augmented Regeneration (Rag),Topic
183,"Global Database Of Events, Language, And Tone (Gdelt)",Topic
183,Online News Articles,Topic
183,Traditional Vector Store Rag,Topic
183,Large Language Model (Llm),Topic
183,Knowledge Graphs (Kgs),Topic
183,Ontology-Based Framework,Topic
183,Question-Answering Task,Topic
183,Audun Myers,Author
183,Max Vargas,Author
183,Sinan G Aksoy,Author
183,Cliff Joslyn,Author
183,Benjamin Wilson,Author
183,Tom Grimes,Author
184,Integrating Structured Knowledge From Knowledge Graphs Into Large Language Models,Topic
184,Erica Coppolillo,Author
184,Knowledge Graph Embedding Models,Topic
184,Large Language Models,Topic
184,Graph-Aware Reasoning,Topic
184,Synthetic And Real-World Datasets,Topic
184,Reasoning Performance,Topic
184,Accuracy And Efficiency,Topic
184,State-Of-The-Art Llms,Topic
185,Conversational Question Answering,Topic
185,Rdf Knowledge Graphs,Topic
185,Sparql,Topic
185,Sql-Query Results,Topic
185,Text-Search Results,Topic
185,Retrieval Augmented Generation,Topic
185,Bmw Automobiles,Topic
185,Ragonite,Paper
186,Pre-Trained Large Language Models (Pllms),Topic
186,Openai Chatgpt,Topic
186,Google Gemini,Topic
186,Sla-Tkgf,Topic
186,Retrieval-Augmented Generation (Rag),Topic
186,Small-Scale Language Models,Topic
186,Temporal Knowledge Graph (Tkg) Forecasting,Topic
186,Geethan Sannidhi,Author
186,Sagar Srinivas Sakhinana,Author
186,Venkataramana Runkana,Author
187,Retrieval-Augmented Generation,Topic
187,A Survey On Knowledge-Oriented Retrieval-Augmented Generation,Paper
188,Knowledge Graph Question Answering,Topic
188,Question-Guided Knowledge Graph Re-Scoring,Topic
188,Knowformer,Topic
188,Yu Zhang,Author
188,Kehai Chen,Author
188,Xuefeng Bai,Author
188,Zhao Kang,Author
188,Quanjiang Guo,Author
188,Min Zhang,Author
189,Open-Rag,Topic
189,Retrieval-Augmented Generation,Topic
189,Large Language Models,Topic
189,Llama2-7B,Topic
189,Chatgpt,Topic
189,Self-Rag,Topic
189,Command R+,Topic
190,Quasar,Topic
190,Rag-Based Architecture,Topic
190,Philipp Christmann,Author
190,Gerhard Weikum,Author
190,Question Answering,Topic
190,Unstructured Text,Topic
190,Structured Tables,Topic
190,Knowledge Graphs,Topic
190,Evidence Retrieval,Topic
190,Answer Generation,Topic
190,Moderate-Sized Language Model,Topic
190,Question Understanding,Topic
190,Re-Ranking,Topic
190,Filtering,Topic
190,Answering Quality,Topic
190,Computational Cost,Topic
190,Energy Consumption,Topic
190,Benchmarks,Topic
190,Large Gpt Models,Topic
191,Doctorrag,Topic
191,Yuxing Lu,Author
191,Gecheng Fu,Author
191,Wei Wu,Author
191,Xukai Zhao,Author
191,Sin Yee Goi,Author
191,Jinzhuo Wang,Author
191,Medical Rag,Topic
191,Experiential Knowledge,Topic
191,Clinical Reasoning,Topic
191,Hybrid Retrieval Mechanism,Topic
191,Med-Textgrad Module,Topic
191,Multilingual Multitask Datasets,Topic
191,Baseline Rag Models,Topic
191,Doctor-Like Medical Reasoning Systems,Topic
192,Large Language Models,Topic
192,Biomedicine,Topic
192,Knowledge Graph-Based Retrieval Augmented Generation,Topic
192,Spoke,Topic
192,Llama-2-13B,Topic
192,Gpt-3.5-Turbo,Topic
192,Gpt-4,Topic
192,Karthik Soman,Author
192,Peter W Rose,Author
192,John H Morris,Author
192,Rabia E Akbas,Author
192,Brett Smith,Author
192,Braian Peetoom,Author
192,Catalina Villoutareyes,Author
192,Gabriel Cerono,Author
192,Yongmei Shi,Author
192,Angela Rizkjackson,Author
192,Sharat Israni,Author
192,Charlotte A Nelson,Author
192,Sui Huang,Author
192,Sergio E Baranzini,Author
193,Chain-Of-Thought Poisoning Attacks Against R1-Based Retrieval-Augmented Generation Systems,Paper
193,Retrieval-Augmented Generation (Rag) Systems,Topic
193,Large Language Models (Llms),Topic
193,Adversarial Attack Methods,Topic
193,Knowledge Base Poisoning,Topic
193,Deep Reasoning Capabilities,Topic
193,Ms Marco Passage Ranking Dataset,Topic
194,Multi-Meta-Rag,Topic
194,Mykhailo Poliakov,Author
194,Nadiya Shvai,Author
194,Retrieval-Augmented Generation,Topic
194,Large Language Models,Topic
194,Multihop-Rag Benchmark,Topic
195,Knowledge Representation Augmented Generation (Krag),Topic
195,Large Language Models (Llms),Topic
195,Soft Proleg,Topic
195,Nguyen Ha Thanh,Author
195,Ken Satoh,Author
196,Dsrepair,Topic
196,Ds-Kg,Topic
196,Ds-1000,Topic
196,Shuyin Ouyang,Author
196,Jie M Zhang,Author
196,Zeyu Sun,Author
196,Albert Merono Penuela,Author
197,Og-Rag,Paper
197,Ontology,Topic
197,Llm,Topic
197,Industrial Workflows,Topic
197,Healthcare,Topic
197,Legal,Topic
197,Agricultural Sectors,Topic
197,News Journalism,Topic
197,Investigative Research,Topic
197,Consulting,Topic
198,Brit,Paper
198,Retrieval-Augmented Generation,Topic
198,Mm-Rag Test Set,Topic
199,Hallucination,Topic
199,Large Language Models,Topic
199,Retrieval-Augmented Generation,Topic
199,Honest Ai,Paper
199,Crag Benchmark,Topic
199,Task 2,Topic
199,Small Language Models,Topic
200,Dpa-Rag,Topic
200,Retrieval-Augmented Generation,Topic
200,Guanting Dong,Author
200,Yutao Zhu,Author
200,Chenghao Zhang,Author
200,Zechen Wang,Author
200,Zhicheng Dou,Author
200,Jirong Wen,Author
200,Https://Github.Com/Dongguanting/Dpa-Rag,Paper
201,Vul-Rag,Topic
201,Vulnerability Detection,Topic
201,Pairvul,Topic
201,Xueying Du,Author
201,Geng Zheng,Author
201,Kaixin Wang,Author
201,Jiayi Feng,Author
201,Wentai Deng,Author
201,Mingwei Liu,Author
201,Bihuan Chen,Author
201,Xin Peng,Author
201,Tao Ma,Author
201,Yiling Lou,Author
202,Knowledge Graphs,Topic
202,Large Language Models (Llms),Topic
202,Biomedical Knowledge Integration,Topic
202,Biostratakg,Topic
202,Biocdqa,Topic
202,Integrated And Progressive Retrieval-Augmented Reasoning (Ip-Rar),Topic
202,Yichun Feng,Author
202,Jiawei Wang,Author
202,Ruikun He,Author
202,Lu Zhou,Author
202,Yixue Li,Author
203,Retrieval-Augmented Generation,Topic
203,Large Language Models,Topic
203,Information Refiner,Topic
203,Info-Rag,Paper
203,Llama2,Topic
203,Question Answering,Topic
203,Slot-Filling,Topic
203,Language Modeling,Topic
203,Dialogue,Topic
203,Code Generation,Topic
204,Retrieval Augmented Generation (Rag),Topic
204,Large Language Models (Llm),Topic
204,Enronqa,Paper
205,Depsrag,Paper
205,Large Language Models,Topic
205,Software Dependencies,Topic
205,Critic-Agent,Topic
205,Gpt-4-Turbo,Topic
205,Llama-3,Topic
206,Piping And Instrumentation Diagrams (P&Ids),Topic
206,Dexpi Data Model,Topic
206,Pydexpi Python Package,Topic
206,P&Id Knowledge Graphs,Topic
206,Large Language Models (Llms),Topic
206,Achmad Anggawirya Alimin,Author
206,Dominik P Goldstein,Author
206,Lukas Schulze Balhorn,Author
206,Artur M Schweidtmann,Author
207,Hybgrag,Topic
207,Retrieval-Augmented Generation,Topic
207,Graph Rag,Topic
207,Hybrid Question,Topic
207,Stark Benchmark,Topic
207,Mengchieh Lee,Author
207,Qi Zhu,Author
207,Costas Mavromatis,Author
207,Zhen Han,Author
207,Soji Adeshina,Author
207,Vassilis N Ioannidis,Author
207,Huzefa Rangwala,Author
207,Christos Faloutsos,Author
208,Mind,Topic
208,Multi-Hop Question Answering,Topic
208,Retrieval-Augmented Generation,Topic
208,Yuelyu Ji,Author
208,Rui Meng,Author
208,Zhuochun Li,Author
208,Daqing He,Author
209,Retrieval Augmented Generation (Rag) Agent,Topic
209,Natural Language Queries,Topic
209,Semantic Entities,Topic
209,Socratic Dialogue,Topic
209,Knowledge Organization Systems (Koss),Topic
209,Collabnext,Topic
209,Hbcus,Topic
209,Emerging Researchers,Topic
209,Lew Lefton,Author
209,Kexin Rong,Author
209,Chinar Dankhara,Author
209,Lila Ghemri,Author
209,Firdous Kausar,Author
209,A Hannibal Hamdallahi,Author
210,Audio Captioning Rag Via Generative Pair-To-Pair Retrieval With Refined Knowledge Base,Paper
210,Retrieval-Augmented Generation,Topic
210,Large-Scale Knowledge Base,Topic
210,Audio Understanding Tasks,Topic
210,Generative Pair-To-Pair Retrieval,Topic
210,Audiocaps,Topic
210,Clotho,Topic
210,Auto-Acd,Topic
211,Large Language Models,Topic
211,Natural Language Processing,Topic
211,Question Answering,Topic
211,Hallucinations,Topic
211,Knowledge Cut-Offs,Topic
211,Knowledge Attributions,Topic
211,Retrieval-Augmented Generation,Topic
211,Knowledge Graph,Topic
211,Smart-Slic,Paper
212,Garlic,Topic
212,Llama 3.1,Topic
212,Xinyu Wang,Author
212,Yanzheng Xiang,Author
212,Lin Gui,Author
212,Yulan He,Author
213,Return,Topic
213,Large Language Model (Llm)-Empowered Recommender Systems,Topic
213,Liangbo Ning,Author
213,Wenqi Fan,Author
213,Qing Li,Author
213,Retrieval-Augmented Generation (Rag) Techniques,Topic
213,Collaborative Signals,Topic
213,Item-Item Co-Occurrence,Topic
213,Perturbations,Topic
213,External Collaborative Knowledge,Topic
213,Robust Ensemble Recommendation Strategy,Topic
213,Three Real-World Datasets,Topic
214,Mobile Application Development,Topic
214,Bugrepro,Paper
214,Retrieval-Augmented Generation,Topic
214,Large Language Models,Topic
214,S2R Entity Extraction,Topic
214,Bug Reproduction Success Rate,Topic
214,Reproduction Efficiency,Topic
215,Reknos,Paper
215,Knowledge Graphs,Topic
215,Super-Relations,Topic
215,Large Language Models,Topic
215,Greedy Search,Topic
215,Forward Reasoning,Topic
215,Backward Reasoning,Topic
215,Retrieval Efficiency,Topic
215,Real-World Datasets,Topic
215,State-Of-The-Art Baselines,Topic
216,Large Language Models,Topic
216,6G,Topic
216,Commgpt,Paper
216,Communication Data,Topic
216,Input Modalities,Topic
216,Knowledge Retrieval,Topic
216,Multimodal Encoder,Topic
216,Graph And Retrieval-Augmented Generation Framework,Topic
216,Knowledge Graph,Topic
216,Retrieval-Augmented Generation,Topic
216,Multi-Scale Learning,Topic
216,Experimental Validation,Topic
217,Srtk,Topic
217,Yuanchun Shen,Author
217,Information Retrieval Based Knowledge Base Question Answering,Topic
217,Subgraph Retrieval,Topic
218,Hirmed,Topic
218,Yahe Yang,Author
218,Chengyue Huang,Author
218,Tree-Based Rag-Agent Recommendation System,Paper
219,Augmenting Textual Generation Via Topology Aware Retrieval,Paper
219,Large Language Models,Topic
219,Retrieval-Augmented Generation,Topic
219,Topological Relationships,Topic
219,Topology-Aware Retrieval-Augmented Generation Framework,Topic
220,Large Language Models (Llms),Topic
220,Natural Language Processing (Nlp),Topic
220,Semantic Understanding,Topic
220,Contextual Coherence,Topic
220,Subtle Reasoning,Topic
220,State-Of-The-Art Methodologies,Topic
220,Natural Language Understanding (Nlu) Techniques,Topic
220,Semantic Parsing,Topic
220,Knowledge Integration,Topic
220,Contextual Reinforcement Learning,Topic
220,Structured Knowledge Graphs,Topic
220,Retrieval-Augmented Generation (Rag),Topic
220,Fine-Tuning Strategies,Topic
220,Transformer-Based Architectures,Topic
220,Contrastive Learning,Topic
220,Hybrid Symbolic-Neural Methods,Topic
220,Hallucinations,Topic
220,Ambiguity,Topic
220,Inconsistency,Topic
220,Question-Answering,Topic
220,Text Summarization,Topic
220,Dialogue Generation,Topic
220,Semantic Precision,Topic
220,Ai-Driven Language Systems,Topic
220,Future Research Directions,Topic
220,Mohanakrishnan Hariharan,Author
220,Semantic Mastery: Enhancing Llms With Advanced Natural Language Understanding,Paper
221,Clinical Oncology,Topic
221,Large Language Models,Topic
221,Nlp Framework,Topic
221,Named Entity Recognition,Topic
221,Entity Linking,Topic
221,Tnm Staging,Topic
221,Document Classification,Topic
221,Treatment Response Prediction,Topic
221,University Hospital Zurich,Topic
221,Morteza Rohanian,Author
221,Tarun Mehra,Author
221,Nicola Miglino,Author
221,Farhad Nooralahzadeh,Author
221,Michael Krauthammer,Author
221,Andreas Wicki,Author
222,Multi-Document Financial Question Answering Using Llms,Topic
222,Shalin Shah,Author
222,Srikanth Ryali,Author
222,Ramasubbu Venkatesh,Author
222,Rag_Sem,Topic
222,Kg_Rag,Topic
222,Apple,Topic
222,Microsoft,Topic
222,Alphabet,Topic
222,Nvidia,Topic
222,Amazon,Topic
222,Tesla,Topic
222,2021,Topic
222,2022,Topic
222,2023,Topic
222,111 Complex Questions,Topic
222,Faithfulness,Topic
222,Relevance,Topic
222,Correctness,Topic
222,Similarity,Topic
222,Llm Based Overall Score,Topic
222,Rouge Scores,Topic
222,Similarity Of Embeddings,Topic
223,Domain Specific Digital Twins,Topic
223,Smart Grid,Topic
223,Knowledge-Based Digital Twins,Topic
223,Retrieval Augmented Generation (Rag),Topic
223,Household Electrical Energy Measurement,Topic
223,Electricity Consumption Knowledge Graph,Topic
223,Chatgpt,Author
223,Gemini,Author
223,Llama,Author
223,Carolina Fortuna,Author
223,Vid Hanel,Author
223,Bla Bertalani,Author
223,Ai In Energy Data Analysis,Topic
224,Alignrag,Topic
224,Retrieval-Augmented Reasoning,Topic
224,Reasoning Misalignment,Topic
224,Critique-Driven Alignment,Topic
224,Critic Language Model,Topic
224,Jiaqi Wei,Author
224,Hao Zhou,Author
224,Xiang Zhang,Author
224,Di Zhang,Author
224,Zijie Qiu,Author
224,Wei Wei,Author
224,Jinzhe Li,Author
224,Wanli Ouyang,Author
224,Siqi Sun,Author
225,Dynamic Neuro-Symbolic Knowledge Graph Construction For Zero-Shot Commonsense Question Answering,Paper
225,Commonsense Knowledge Integration,Topic
225,Neuro-Symbolic Approach,Topic
225,Zero-Shot Commonsense Question Answering,Topic
225,Contextually Relevant Knowledge,Topic
225,Generative Neural Commonsense Knowledge Models,Topic
225,Knowledge Graphs,Topic
225,Pretrained Language Models,Topic
225,Vanilla Knowledge Models,Topic
226,Retrieval-Augmented Generation (Rag),Topic
226,Knowledge Graphs (Kgs),Topic
226,Large Language Models (Llms),Topic
226,Subgraph Retrieval Task,Topic
226,Small Language Models,Topic
226,3B Model,Topic
226,Webqsp,Topic
226,Cwq,Topic
226,Gsr,Topic
226,Wenyu Huang,Author
226,Guancheng Zhou,Author
226,Hongru Wang,Author
226,Pavlos Vougiouklis,Author
226,Mirella Lapata,Author
226,Jeff Z Pan,Author
226,220M Parameters,Topic
226,7B Parameters,Topic
226,State-Of-The-Art Models,Topic
227,Retrieval-Augmented Generation For Large Language Models: A Survey,Paper
228,Shizishangpt,Topic
228,Shuting Yang,Author
228,Zehui Liu,Author
228,Wolfgang Mayer,Author
228,Retrieval Augmented Generation,Topic
228,Agricultural Knowledge Graph,Topic
228,Crop Phenotype Prediction,Topic
228,Gene Expression Analysis,Topic
228,Agriculture,Topic
228,Intelligent Dialogue Systems,Topic
228,Large Language Models,Topic
228,Dataset Of 100 Agricultural Questions,Topic
228,Https://Github.Com/Zaiwen/Cropgpt,Topic
229,Integrating Ai Into Education,Topic
229,Cybersecurity,Topic
229,Ai-Driven Question-Answering Systems,Topic
229,Large Language Models,Topic
229,Cyberrag,Paper
230,Motif Counting In Complex Networks: A Comprehensive Survey,Paper
230,Haozhe Yin,Author
230,Kai Wang,Author
230,Wenjie Zhang,Author
230,Yizhang He,Author
230,Ying Zhang,Author
230,Xuemin Lin,Author
230,Motif Counting,Topic
230,Network Structure,Topic
230,Graph Models,Topic
230,Computational Challenges,Topic
230,Algorithmic Adaptations,Topic
230,Large Language Models,Topic
230,Graph-Based Retrieval-Augmented Generation,Topic
231,Retrieval-Augmented Generation,Topic
231,Large Language Models,Topic
231,In-Context Knowledge Injection,Topic
231,Parametric Retrieval-Augmented Generation,Topic
231,Feed-Forward Networks,Topic
231,Weihang Su,Author
231,Yichen Tang,Author
231,Qingyao Ai,Author
231,Junxi Yan,Author
231,Changyue Wang,Author
231,Hongning Wang,Author
231,Ziyi Ye,Author
231,Yujia Zhou,Author
231,Yiqun Liu,Author
231,Https://Github.Com/Oneal2000/Prag,Paper
232,Logic Query Of Thoughts,Paper
232,Large Language Models,Topic
232,Knowledge Graph,Topic
232,Hallucination Problem,Topic
232,Logic Query Reasoning,Topic
232,Subquestions,Topic
232,Experimental Findings,Topic
233,Evidence-Based Medicine,Topic
233,Large Language Models,Topic
233,Retrieval-Augmented Generation,Topic
233,Importance-Driven Evidence Prioritization,Topic
233,Chengfeng Dou,Author
233,Ying Zhang,Author
233,Zhi Jin,Author
233,Wenpin Jiao,Author
233,Haiyan Zhao,Author
233,Yongqiang Zhao,Author
233,Zhengwei Tao,Author
233,Knowledge Hypergraph-Based Evidence Management Model,Topic
233,Evidence Management,Topic
233,Complex Queries,Topic
233,Experimental Results,Topic
233,Medical Quizzing,Topic
233,Hallucination Detection,Topic
233,Decision Support,Topic
233,Testsets,Topic
233,Knowledge Graph,Topic
233,Https://Drive.Google.Com/File/D/1Wj9Qtokk3Mdkjemwufqxwh96J_Byawj_/View?Usp=Drive_Link,Topic
234,Aipatient,Topic
234,Aipatient Knowledge Graph,Topic
234,Reasoning Retrieval-Augmented Generation,Topic
234,Mimic-Iii,Topic
234,Huizi Yu,Author
234,Jiayan Zhou,Author
234,Lingyao Li,Author
234,Shan Chen,Author
234,Jack Gallifant,Author
234,Anye Shi,Author
234,Xiang Li,Author
234,Wenyue Hua,Author
234,Mingyu Jin,Author
234,Guang Chen,Author
234,Yang Zhou,Author
234,Zhao Li,Author
234,Trisha Gupte,Author
234,Mingli Chen,Author
234,Zahra Azizi,Author
234,Yongfeng Zhang,Author
234,Themistocles L Assimes,Author
234,Xin Ma,Author
234,Danielle S Bitterman,Author
234,Lin Lu,Author
234,Lizhou Fan,Author
235,Pat-Questions,Topic
235,Temporal Question Answering,Topic
235,Present-Anchored Temporal Qa,Topic
235,Jannat Ara Meem,Author
235,Muhammad Shihab Rashid,Author
235,Yue Dong,Author
235,Vagelis Hristidis,Author
235,Tempreason-T5,Topic
236,Retrieval Augmented Generation (Rag),Topic
236,Large Language Models (Llms),Topic
236,Graph-Based Reranking Against Adversarial Document Attacks (Grada),Topic
236,Gpt-3.5-Turbo,Author
236,Gpt-4O,Author
236,Llama3.1-8B,Author
236,Llama3.1-70B,Author
236,Qwen2.5-7B,Author
236,Natural Questions Dataset,Topic
236,Jingjie Zheng,Author
236,Aryo Pradipta Gema,Author
236,Giwon Hong,Author
236,Xuanli He,Author
236,Pasquale Minervini,Author
236,Youcheng Sun,Author
236,Qiongkai Xu,Author
237,Multi-Paragraph Reasoning With Knowledge-Enhanced Graph Neural Network,Paper
237,Hotpotqa Dataset,Topic
237,Kgnn,Topic
237,Openqa,Topic
238,Zero-Shot Slot Filling With Dpr And Rag,Paper
238,Artificial Intelligence,Topic
238,Knowledge Graphs,Topic
238,Slot Filling,Topic
238,Retrieval Augmented Generation (Rag),Topic
238,Kilt Benchmark,Topic
238,Kgi0 System,Topic
238,T-Rex Dataset,Topic
238,Zsre Dataset,Topic
239,Wavrag,Topic
239,Yifu Chen,Author
239,Shengpeng Ji,Author
239,Haoxiao Wang,Author
239,Ziqing Wang,Author
239,Siyu Chen,Author
239,Jinzheng He,Author
239,Jin Xu,Author
239,Zhou Zhao,Author
240,Process Flow Diagrams,Topic
240,Process And Instrumentation Diagrams,Topic
240,Autonomous Agentic Framework,Topic
240,Knowledge Acquisition,Topic
240,Generation,Topic
240,Graph Retrieval-Augmented Generation,Topic
240,Sakhinana Sagar Srinivas,Author
240,Akash Das,Author
240,Shivam Gupta,Author
240,Venkataramana Runkana,Author
240,Regulation-Compliant Diagrams,Topic
240,Industrial Applications,Topic
240,Automation,Topic
240,Digitalization,Topic
240,Empirical Experiments,Topic
240,Contextual Accuracy,Topic
241,Caprag,Topic
241,Hamza Landolsi,Author
241,Kais Letaief,Author
241,Nizar Taghouti,Author
241,Ines Abdeljaouedtej,Author
241,Banking Sector,Topic
241,Financial Chatbots,Topic
241,Large Language Models,Topic
241,Customer Analysis Pipeline Retrieval-Augmented Generation,Topic
241,Vector Rag,Topic
241,Graph Rag,Topic
241,Cypher Query,Topic
241,Knowledge Base,Topic
241,Digital Banking,Topic
242,Knowledge Pyramid Construction For Multi-Level Retrieval-Augmented Generation,Paper
242,Polyrag,Topic
242,Retrieval-Augmented Generation,Topic
242,Ontologies,Topic
242,Knowledge Graphs,Topic
242,Chunk-Based Raw Text,Topic
242,Cross-Layer Augmentation Techniques,Topic
242,Cross-Layer Filtering Methods,Topic
242,Waterfall Model,Topic
242,Domain-Specific Knowledge Retrieval,Topic
242,Academic Domain,Topic
242,Financial Domain,Topic
242,Gpt-4,Topic
242,Sota Methods,Topic
243,Rag-Gym,Topic
243,Guangzhi Xiong,Author
243,Qiao Jin,Author
243,Xiao Wang,Author
243,Yin Fang,Author
243,Haolin Liu,Author
243,Yifan Yang,Author
243,Fangyuan Chen,Author
243,Zhixing Song,Author
243,Dengyu Wang,Author
243,Minjia Zhang,Author
243,Zhiyong Lu,Author
243,Aidong Zhang,Author
243,Rag,Topic
243,Research,Topic
243,Llms,Topic
243,Agentic Rag,Topic
243,Https://Rag-Gym.Github.Io/,Paper
244,U-Niah,Topic
244,Large Language Models,Topic
244,Retrieval-Augmented Generation,Topic
244,Starlight Academy Dataset,Topic
244,Yunfan Gao,Author
244,Yun Xiong,Author
244,Wenlong Wu,Author
244,Zijing Huang,Author
244,Bohan Li,Author
244,Haofen Wang,Author
245,Reinforcement Knowledge Graph Reasoning For Explainable Recommendation,Paper
245,Yikun Xian,Author
245,Zuohui Fu,Author
245,S Muthukrishnan,Author
245,Gerard De Melo,Author
245,Yongfeng Zhang,Author
245,Policy-Guided Path Reasoning,Topic
245,Knowledge Graphs,Topic
245,Recommendation,Topic
245,Reinforcement Learning,Topic
245,Causal Inference,Topic
245,Multi-Hop Scoring Function,Topic
245,Graph Search Algorithm,Topic
245,Real-World Benchmark Datasets,Topic
246,Forpkg: A Framework For Constructing Forestry Policy Knowledge Graph And Application Analysis,Paper
246,Policy Knowledge Graph,Topic
246,Forestry Policy Domain Ontology,Topic
246,Unsupervised Policy Information Extraction Method,Topic
246,Forestry Policy Knowledge Graph,Topic
246,Large Language Models,Topic
246,Open-Source Platform,Topic
246,Github,Topic
247,Incorporating External Knowledge In Large Language Models,Topic
247,Retrieval-Augmented Generation,Topic
247,Task-Aware Key-Value (Kv) Cache Compression,Topic
247,Longbench V2,Topic
247,Giulio Corallo,Author
247,Orion Weller,Author
247,Fabio Petroni,Author
247,Paolo Papotti,Author
248,Retrieval-Augmented Generation,Topic
248,Hallucination On Hallucination,Topic
248,Debate-Augmented Rag,Topic
248,Multi-Agent Debate,Topic
248,Wentao Hu,Author
248,Wengyu Zhang,Author
248,Yiyang Jiang,Author
248,Chen Jason Zhang,Author
248,Xiaoyong Wei,Author
248,Qing Li,Author
248,Https://Github.Com/Huenao/Debate-Augmented-Rag,Paper
249,A Rag Approach For Generating Competency Questions In Ontology Engineering,Paper
249,Competency Question Formulation,Topic
249,Large Language Models,Topic
249,Retrieval-Augmented Generation,Topic
249,Domain Knowledge Base,Topic
249,Gpt-4,Author
250,Real-Time Spatial Retrieval Augmented Generation For Urban Environments,Paper
250,David Nazareno Campo,Author
250,Javier Conde,Author
250,Lvaro Alonso,Author
250,Gabriel Huecas,Author
250,Joaqun Salvacha,Author
250,Pedro Reviriego,Author
250,Generative Artificial Intelligence,Topic
250,Large Language Models,Topic
250,Urban Foundation Models,Topic
250,Retrieval Augmented Generation,Topic
250,Fiware,Topic
250,Madrid,Topic
250,Tourism Assistant,Topic
251,Large Language Models,Topic
251,Retrieval-Augmented Generation,Topic
251,Multimodal Rag,Topic
251,Mohammad Mahdi Abootorabi,Author
251,Amirhosein Zobeiri,Author
251,Mahdi Dehghani,Author
251,Mohammadali Mohammadkhani,Author
251,Bardia Mohammadi,Author
251,Omid Ghahroodi,Author
251,Mahdieh Soleymani Baghshah,Author
251,Ehsaneddin Asgari,Author
251,Ask In Any Modality: A Comprehensive Survey On Multimodal Retrieval-Augmented Generation,Paper
252,Retrieval-Augmented Machine Translation With Unstructured Knowledge,Paper
252,Ragtrans,Topic
252,Large Language Models,Topic
252,Machine Translation,Topic
